Order,Family,Genus,Species,animal,BiogeographicRange,ResearchEffort,DietBreadth,BodyMass,MigratoryBehavior,HabitatBreadth,GenerationLength,Insularity,Urban,TotalInnovations,TotalFoodTypeInnovations,TotalTechnicalInnovations,InnovationYesOrNo,FoodTypeInnovationYesOrNo,TechnicalInnovationYesOrNo,IUCNStatus2019,StatusCode,PopulationTrend2019,TrendCode,HabitatDestruction,Overexploitation,InvasiveSpecies,CriterionB
CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_monachus,Actenoides_monachus,Asia,1,1,106,1,0.999801035,6.6,1,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_princeps,Actenoides_princeps,Asia,0,1,105,1,1.469689958,6.6,1,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Actenoides,Actenoides_regalis,Actenoides_princeps,Asia,0,1,105,1,1.469689958,6.6,1,0,0,0,0,0,0,0,Vulnerable,3,decreasing,1,1,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Actinodura,Actinodura_egertoni,Actinodura_egertoni,Asia,0,2,36,1,2.083974226,5.5,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Actinodura,Actinodura_radcliffei,Actinodura_ramsayi,Asia,0,2,38.4,1,2.459405941,5.5,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Actinodura,Actinodura_ramsayi,Actinodura_ramsayi,Asia,2,2,38.4,1,2.459405941,5.5,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CHARADRIIFORMES,JACANIDAE,Actophilornis,Actophilornis_albinucha,Actophilornis_albinucha,Africa,0,2,239,1,3.528429423,4.8,1,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,1,0,NO
PASSERIFORMES,AEGITHINIDAE,Aegithina,Aegithina_viridissima,Aegithina_viridissima,Asia,1,1,13.4,1,1.771120835,4.8,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
CAPRIMULGIFORMES,AEGOTHELIDAE,Aegotheles,Aegotheles_affinis,Aegotheles_bennettii,several,0,1,60,1,0.999801035,5.4,1,0,0,0,0,0,0,0,Data-Deficient,NA,decreasing,1,1,0,0,NO
CAPRIMULGIFORMES,AEGOTHELIDAE,Aegotheles,Aegotheles_crinifrons,Aegotheles_crinifrons,Asia,1,1,136,1,1.943781776,5.4,1,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
GALLIFORMES,MEGAPODIIDAE,Aepypodius,Aepypodius_bruijnii,Aepypodius_bruijnii,Asia,8,2,192,1,1.469689958,13.5,1,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,1,1,YES
CHARADRIIFORMES,ALCIDAE,Aethia,Aethia_cristatella,Aethia_cristatella,several,65,2,259.36,1,3.006150062,8.8,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CHARADRIIFORMES,ALCIDAE,Aethia,Aethia_psittacula,Aethia_psittacula,several,36,2,269.98,1,1.727731092,7.6,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CHARADRIIFORMES,ALCIDAE,Aethia,Aethia_pusilla,Aethia_pusilla,several,65,1,83.99,1,1.727731092,6.9,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,1,0,1,NO
CHARADRIIFORMES,ALCIDAE,Aethia,Aethia_pygmaea,Aethia_pygmaea,several,27,1,112,1,1.727731092,7.6,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,NECTARINIIDAE,Aethopyga,Aethopyga_christinae,Aethopyga_christinae,Asia,9,3,5.2,1,0.999801035,4.2,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,NECTARINIIDAE,Aethopyga,Aethopyga_duyvenbodei,Aethopyga_duyvenbodei,Asia,1,2,6.03,1,2.133747669,4.2,1,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,0,0,YES
PASSERIFORMES,NECTARINIIDAE,Aethopyga,Aethopyga_latouchii,Aethopyga_christinae,Asia,0,3,5.2,1,0.999801035,4.2,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,NECTARINIIDAE,Aethopyga,Aethopyga_mystacalis,Aethopyga_mystacalis,Asia,2,2,6,1,1.469689958,4.2,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,NECTARINIIDAE,Aethopyga,Aethopyga_temminckii,Aethopyga_mystacalis,Asia,1,2,6,1,1.469689958,4.2,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
GALLIFORMES,PHASIANIDAE,Afropavo,Afropavo_congensis,Afropavo_congensis,Africa,22,2,1273.65,1,0.999801035,6.1,0,0,0,0,0,0,0,0,Vulnerable,3,decreasing,1,1,1,0,NO
OTIDIFORMES,OTIDIDAE,Afrotis,Afrotis_afra,Eupodotis_afra,Africa,2,2,689.99,1,2.539656912,10.3,0,0,1,0,1,1,0,1,Vulnerable,3,decreasing,1,1,0,1,NO
PSITTACIFORMES,PSITTACIDAE,Agapornis,Agapornis_fischeri,Agapornis_fischeri,Africa,29,1,48.3,1,2.202909648,5.1,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,1,1,NO
PSITTACIFORMES,PSITTACIDAE,Agapornis,Agapornis_lilianae,Agapornis_lilianae,Africa,10,2,37.3,1,2.730146341,5.1,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,1,0,NO
PSITTACIFORMES,PSITTACIDAE,Agapornis,Agapornis_nigrigenis,Agapornis_nigrigenis,Africa,21,2,40.5,1,2.666476136,5.1,0,0,0,0,0,0,0,0,Vulnerable,3,decreasing,1,1,1,1,NO
PSITTACIFORMES,PSITTACIDAE,Agapornis,Agapornis_roseicollis,Agapornis_roseicollis,Africa,91,2,53.83,1,2.209307764,5.1,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PSITTACIFORMES,PSITTACIDAE,Agapornis,Agapornis_swindernianus,Agapornis_swindernianus,Africa,1,2,39.98,1,1.469689958,5.1,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,ICTERIDAE,Agelaius,Agelaius_phoeniceus,Agelaius_phoeniceus,several,773,2,50.78,1,2.20640047,6.2,0,0,9,4,5,1,1,1,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,ICTERIDAE,Agelaius,Agelaius_tricolor,Agelaius_tricolor,North-America,18,2,57.92,1,1.78324732,6.9,0,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,1,1,NO
PASSERIFORMES,ICTERIDAE,Agelaius,Agelaius_xanthomus,Agelaius_xanthomus,Caribbean,18,2,38.4,1,2.77466863,6,1,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,0,1,YES
GALLIFORMES,NUMIDIDAE,Agelastes,Agelastes_meleagrides,Agelastes_meleagrides,Africa,6,2,815,1,2.067590594,3.9,0,0,0,0,0,0,0,0,Vulnerable,3,decreasing,1,1,1,1,NO
GALLIFORMES,NUMIDIDAE,Agelastes,Agelastes_niger,Agelastes_niger,Africa,0,3,699.99,1,1.582601181,3.9,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CAPRIMULGIFORMES,TROCHILIDAE,Aglaeactis,Aglaeactis_aliciae,Aglaeactis_aliciae,South-America,1,2,7.8,1,0.998977505,4.2,0,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,0,0,NO
CAPRIMULGIFORMES,TROCHILIDAE,Aglaeactis,Aglaeactis_castelnaudii,Aglaeactis_castelnaudii,South-America,0,2,6.7,1,1.735422106,4.2,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
CAPRIMULGIFORMES,TROCHILIDAE,Aglaiocercus,Aglaiocercus_berlepschi,Aglaiocercus_berlepschi,South-America,0,2,4.97,1,1.735422106,4.2,0,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,0,0,YES
PASSERIFORMES,TYRANNIDAE,Agriornis,Agriornis_albicauda,Agriornis_albicauda,South-America,0,2,53,1,3.349544702,3.6,0,1,0,0,0,0,0,0,Vulnerable,3,decreasing,1,1,0,1,NO
PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,Ailuroedus_buccoides,Ailuroedus_buccoides,several,1,3,138,1,0.999801035,8,1,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,Ailuroedus_crassirostris,Ailuroedus_crassirostris,Australasia,11,5,205.32,1,2.643423138,8,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,PTILONORHYNCHIDAE,Ailuroedus,Ailuroedus_melanotis,Ailuroedus_melanotis,several,8,5,176.89,1,1.980553626,8,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,PASSERELLIDAE,Aimophila,Aimophila_notosticta,Aimophila_notosticta,North-America,1,2,27.1,1,1.580736544,3.7,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,1,0,0,NO
PASSERIFORMES,PASSERELLIDAE,Aimophila,Aimophila_ruficeps,Aimophila_ruficeps,North-America,13,2,18.69,1,2.558610272,3.7,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,ALAUDIDAE,Alaemon,Alaemon_alaudipes,Alaemon_alaudipes,several,27,4,43.72,1,2.322489834,3.7,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Alcedo,Alcedo_euryzona,Alcedo_euryzona,Asia,1,2,43.08,1,2.639910398,4.5,0,0,0,0,0,0,0,0,Critically-Endangered,5,decreasing,1,1,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Alcedo,Alcedo_hercules,Alcedo_hercules,Asia,6,2,27.59,1,1.837864078,4.4,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Alcedo,Alcedo_meninting,Alcedo_meninting,Asia,7,2,20.42,1,4.169514238,4.4,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Alcedo,Alcedo_peninsulae,Alcedo_euryzona,Asia,0,2,43.08,1,2.639910398,4.5,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
CORACIIFORMES,ALCEDINIDAE,Alcedo,Alcedo_semitorquata,Alcedo_semitorquata,Africa,12,2,47.32,1,6.61447743,4.4,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Alcippe,Alcippe_brunneicauda,Alcippe_brunneicauda,Asia,0,2,14.3,1,2.317619784,3.8,0,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Alcippe,Alcippe_nipalensis,Alcippe_nipalensis,Asia,2,3,15.8,1,2.083974226,3.8,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Alcippe,Alcippe_peracensis,Alcippe_peracensis,Asia,6,1,14.3,1,0.999723604,3.8,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Alcippe,Alcippe_poioicephala,Alcippe_poioicephala,Asia,4,2,20.7,1,2.858635906,3.8,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,LEIOTRICHIDAE,Alcippe,Alcippe_pyrrhoptera,Alcippe_pyrrhoptera,Asia,0,1,13.16,1,1.469689958,3.8,1,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
GALLIFORMES,PHASIANIDAE,Alectoris,Alectoris_barbara,Alectoris_barbara,several,23,3,416.33,1,3.164703165,3.9,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
GALLIFORMES,PHASIANIDAE,Alectoris,Alectoris_rufa,Alectoris_rufa,Europe,338,3,527.86,1,3.701395073,3.9,0,0,2,1,1,1,1,1,Least-Concern,1,decreasing,1,0,0,0,NO
COLUMBIFORMES,COLUMBIDAE,Alectroenas,Alectroenas_sganzini,Alectroenas_sganzini,Africa,1,1,158,1,2.062343096,6.6,1,0,0,0,0,0,0,0,Near-Threatened,2,decreasing,1,1,1,0,NO
GALLIFORMES,MEGAPODIIDAE,Alectura,Alectura_lathami,Alectura_lathami,Australasia,72,3,2333.06,1,3.448690219,13.5,0,1,1,1,0,1,1,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,MUSCICAPIDAE,Alethe,Alethe_castanea,Alethe_diademata,Africa,0,2,31.54,1,0.999801035,6.5,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
PASSERIFORMES,MUSCICAPIDAE,Alethe,Alethe_diademata,Alethe_diademata,Africa,7,2,31.54,1,0.999801035,6.5,0,0,1,0,1,1,0,1,Least-Concern,1,decreasing,1,0,0,0,NO
PSITTACIFORMES,PSITTACIDAE,Alipiopsitta,Alipiopsitta_xanthops,Alipiopsitta_xanthops,South-America,5,1,327.37,1,1.767393868,6.9,0,0,1,1,0,1,1,0,Near-Threatened,2,decreasing,1,1,1,0,NO
PSITTACIFORMES,PSITTACIDAE,Alisterus,Alisterus_amboinensis,Alisterus_amboinensis,Asia,5,2,153,1,2.025356577,8.8,1,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
COLUMBIFORMES,COLUMBIDAE,Alopecoenas,Alopecoenas_hoedtii,Gallicolumba_hoedtii,Asia,0,3,160.39,1,1.654661632,6.6,1,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,1,0,NO
ANSERIFORMES,ANATIDAE,Alopochen,Alopochen_aegyptiaca,Alopochen_aegyptiaca,several,12,2,1873,1,2.822628669,7.8,0,0,1,1,0,1,1,0,Least-Concern,1,decreasing,1,0,0,0,NO
GRUIFORMES,RALLIDAE,Amaurolimnas,Amaurolimnas_concolor,Amaurolimnas_concolor,several,2,3,133,1,2.183390097,3.7,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
GRUIFORMES,RALLIDAE,Amaurornis,Amaurornis_magnirostris,Amaurornis_magnirostris,Asia,1,4,168.6,1,2.133747669,3.7,1,0,0,0,0,0,0,0,Vulnerable,3,decreasing,1,1,0,1,NO
CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia_bartletti,Amazilia_lactea,South-America,0,2,4.6,1,2.99172642,3.4,0,1,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia_boucardi,Amazilia_boucardi,Central-America,0,2,4.5,1,1.821390752,3.4,0,0,0,0,0,0,0,0,Endangered,4,decreasing,1,1,0,0,YES
CAPRIMULGIFORMES,TROCHILIDAE,Amazilia,Amazilia_candida,Amazilia_candida,several,2,2,3.8,1,2.347452019,3.4,0,0,0,0,0,0,0,0,Least-Concern,1,decreasing,1,0,0,0,NO
